employee_id,age,age_cohort,gender,marital_status,department,job_role,job_level,education,education_label,education_field,monthly_income,income_bracket,daily_rate,hourly_rate,monthly_rate,percent_salary_hike,stock_option_level,overtime,overtime_flag,business_travel,distance_from_home,distance_band,job_satisfaction,job_satisfaction_label,environment_satisfaction,environment_satisfaction_label,relationship_satisfaction,relationship_satisfaction_label,work_life_balance,work_life_balance_label,job_involvement,performance_rating,performance_label,total_working_years,years_at_company,tenure_band,years_in_current_role,years_since_last_promotion,years_with_curr_manager,training_times_last_year,num_companies_worked,attrition,attrition_flag
1523,44,40-49,Male,Married,Research & Development,Research Director,4,3,3 - Bachelor,Life Sciences,16328,"Executive (>$12,000)",136,32,22074,13,1,No,0,Travel_Rarely,28,Very Far (26+ mi),1,1 - Low,4,4 - Very High,3,3 - High,4,4 - Best,3,3,3 - Excellent,24,20,10+ Years,6,14,17,1,3,No,0
1525,39,30-39,Female,Single,Research & Development,Manufacturing Director,3,3,3 - Bachelor,Life Sciences,8376,"High ($7,001 - $12,000)",1089,32,9150,18,0,No,0,Travel_Rarely,6,Moderate (6-15 mi),2,2 - Medium,2,2 - Medium,4,4 - Very High,3,3 - Better,3,3,3 - Excellent,9,2,1-2 Years,0,2,2,3,4,No,0
1527,46,40-49,Female,Married,Sales,Manager,4,3,3 - Bachelor,Life Sciences,16606,"Executive (>$12,000)",228,51,11380,12,1,No,0,Travel_Rarely,3,Near (1-5 mi),2,2 - Medium,3,3 - High,4,4 - Very High,4,4 - Best,3,3,3 - Excellent,23,13,10+ Years,12,5,1,2,8,No,0
1529,35,30-39,Female,Single,Research & Development,Healthcare Representative,3,3,3 - Bachelor,Life Sciences,8606,"High ($7,001 - $12,000)",1029,91,21195,19,0,No,0,Travel_Rarely,16,Far (16-25 mi),2,2 - Medium,4,4 - Very High,4,4 - Very High,1,1 - Bad,2,3,3 - Excellent,11,11,10+ Years,8,3,3,3,1,No,0
1533,23,Under 30,Male,Single,Research & Development,Laboratory Technician,2,1,1 - Below College,Life Sciences,2272,"Low (<$3,500)",507,97,24812,14,0,No,0,Travel_Rarely,20,Far (16-25 mi),3,3 - High,1,1 - Low,2,2 - Medium,3,3 - Better,3,3,3 - Excellent,5,4,3-5 Years,3,1,2,2,0,No,0
1534,40,40-49,Male,Single,Research & Development,Laboratory Technician,1,4,4 - Master,Life Sciences,2018,"Low (<$3,500)",676,86,21831,14,0,No,0,Travel_Rarely,9,Moderate (6-15 mi),1,1 - Low,4,4 - Very High,2,2 - Medium,1,1 - Bad,3,3,3 - Excellent,15,5,3-5 Years,4,1,0,3,3,Yes,1
1535,34,30-39,Male,Married,Sales,Sales Executive,3,3,3 - Bachelor,Technical Degree,7083,"High ($7,001 - $12,000)",971,64,12288,14,0,Yes,1,Travel_Rarely,1,Near (1-5 mi),3,3 - High,4,4 - Very High,4,4 - Very High,3,3 - Better,2,3,3 - Excellent,10,10,6-10 Years,9,8,6,3,1,No,0
1537,31,30-39,Female,Single,Research & Development,Research Scientist,1,3,3 - Bachelor,Life Sciences,4084,"Mid ($3,500 - $7,000)",561,33,4156,12,0,No,0,Travel_Frequently,3,Near (1-5 mi),3,3 - High,4,4 - Very High,1,1 - Low,1,1 - Bad,3,3,3 - Excellent,7,7,6-10 Years,2,7,7,2,1,Yes,1
1539,50,50+,Male,Single,Research & Development,Research Director,4,5,5 - Doctor,Medical,14411,"Executive (>$12,000)",333,88,24450,13,0,Yes,1,Travel_Frequently,22,Far (16-25 mi),4,4 - Very High,3,3 - High,4,4 - Very High,3,3 - Better,1,3,3 - Excellent,32,32,10+ Years,6,13,9,2,1,No,0
1541,34,30-39,Male,Married,Sales,Sales Representative,1,2,2 - College,Technical Degree,2308,"Low (<$3,500)",1440,55,4944,25,1,Yes,1,Travel_Rarely,7,Moderate (6-15 mi),3,3 - High,2,2 - Medium,2,2 - Medium,3,3 - Better,3,4,4 - Outstanding,12,11,10+ Years,10,5,7,4,0,No,0
1542,42,40-49,Male,Married,Research & Development,Laboratory Technician,1,3,3 - Bachelor,Medical,4841,"Mid ($3,500 - $7,000)",1210,68,24052,14,1,No,0,Travel_Rarely,2,Near (1-5 mi),2,2 - Medium,3,3 - High,2,2 - Medium,3,3 - Better,2,3,3 - Excellent,4,1,1-2 Years,0,0,0,3,4,No,0
1543,37,30-39,Male,Married,Research & Development,Research Scientist,2,3,3 - Bachelor,Medical,4285,"Mid ($3,500 - $7,000)",674,47,3031,17,0,No,0,Travel_Rarely,13,Moderate (6-15 mi),4,4 - Very High,1,1 - Low,1,1 - Low,3,3 - Better,3,3,3 - Excellent,10,10,6-10 Years,8,3,7,2,1,No,0
1544,29,Under 30,Female,Married,Research & Development,Healthcare Representative,2,1,1 - Below College,Other,9715,"High ($7,001 - $12,000)",441,39,7288,13,1,No,0,Travel_Rarely,8,Moderate (6-15 mi),1,1 - Low,3,3 - High,3,3 - High,3,3 - Better,1,3,3 - Excellent,9,7,6-10 Years,7,0,7,3,3,No,0
1545,33,30-39,Male,Single,Research & Development,Manufacturing Director,2,3,3 - Bachelor,Life Sciences,4320,"Mid ($3,500 - $7,000)",575,44,24152,13,0,No,0,Travel_Rarely,25,Far (16-25 mi),2,2 - Medium,4,4 - Very High,4,4 - Very High,3,3 - Better,2,3,3 - Excellent,5,5,3-5 Years,3,0,2,2,1,No,0
1546,45,40-49,Male,Married,Research & Development,Research Scientist,1,3,3 - Bachelor,Technical Degree,2132,"Low (<$3,500)",950,97,4585,20,1,No,0,Travel_Rarely,28,Very Far (26+ mi),4,4 - Very High,4,4 - Very High,4,4 - Very High,3,3 - Better,3,4,4 - Outstanding,8,5,3-5 Years,4,0,3,3,4,No,0
1547,42,40-49,Male,Married,Research & Development,Healthcare Representative,3,3,3 - Bachelor,Life Sciences,10124,"High ($7,001 - $12,000)",288,40,18611,14,1,Yes,1,Travel_Frequently,2,Near (1-5 mi),4,4 - Very High,4,4 - Very High,3,3 - High,1,1 - Bad,3,3,3 - Excellent,24,20,10+ Years,8,13,9,3,2,No,0
1548,40,40-49,Male,Married,Sales,Sales Executive,2,2,2 - College,Medical,5473,"Mid ($3,500 - $7,000)",1342,47,19345,12,0,No,0,Travel_Rarely,9,Moderate (6-15 mi),1,1 - Low,1,1 - Low,4,4 - Very High,4,4 - Best,3,3,3 - Excellent,9,8,6-10 Years,4,7,1,5,0,No,0
1549,33,30-39,Male,Married,Research & Development,Laboratory Technician,2,4,4 - Master,Life Sciences,5207,"Mid ($3,500 - $7,000)",589,79,22949,12,1,Yes,1,Travel_Rarely,28,Very Far (26+ mi),3,3 - High,2,2 - Medium,2,2 - Medium,3,3 - Better,3,3,3 - Excellent,15,15,10+ Years,14,5,7,3,1,No,0
1550,40,40-49,Male,Single,Human Resources,Manager,4,2,2 - College,Medical,16437,"Executive (>$12,000)",898,38,17381,21,0,Yes,1,Travel_Rarely,6,Moderate (6-15 mi),4,4 - Very High,3,3 - High,4,4 - Very High,3,3 - Better,3,4,4 - Outstanding,21,21,10+ Years,7,7,7,2,1,No,0
1551,24,Under 30,Male,Divorced,Research & Development,Laboratory Technician,1,2,2 - College,Technical Degree,2296,"Low (<$3,500)",350,57,10036,14,3,No,0,Travel_Rarely,21,Far (16-25 mi),1,1 - Low,3,3 - High,2,2 - Medium,3,3 - Better,2,3,3 - Excellent,2,1,1-2 Years,1,0,0,3,0,No,0
1552,40,40-49,Male,Divorced,Research & Development,Healthcare Representative,2,2,2 - College,Life Sciences,4069,"Mid ($3,500 - $7,000)",1142,72,8841,18,0,Yes,1,Non-Travel,8,Moderate (6-15 mi),4,4 - Very High,4,4 - Very High,3,3 - High,3,3 - Better,3,3,3 - Excellent,8,2,1-2 Years,2,2,2,2,3,No,0
1553,45,40-49,Male,Divorced,Research & Development,Healthcare Representative,3,4,4 - Master,Technical Degree,7441,"High ($7,001 - $12,000)",538,66,20933,12,3,No,0,Travel_Rarely,1,Near (1-5 mi),2,2 - Medium,1,1 - Low,1,1 - Low,3,3 - Better,3,3,3 - Excellent,10,10,6-10 Years,8,7,7,4,1,No,0
1554,35,30-39,Female,Married,Sales,Sales Representative,1,4,4 - Master,Life Sciences,2430,"Low (<$3,500)",1402,98,26204,23,2,No,0,Travel_Rarely,28,Very Far (26+ mi),3,3 - High,2,2 - Medium,1,1 - Low,3,3 - Better,2,4,4 - Outstanding,6,5,3-5 Years,3,4,2,5,0,No,0
1555,32,30-39,Female,Married,Research & Development,Research Scientist,2,2,2 - College,Life Sciences,5878,"Mid ($3,500 - $7,000)",824,67,15624,12,1,No,0,Travel_Rarely,5,Near (1-5 mi),2,2 - Medium,4,4 - Very High,1,1 - Low,3,3 - Better,2,3,3 - Excellent,12,7,6-10 Years,1,2,5,2,3,No,0
1556,36,30-39,Male,Single,Sales,Sales Representative,1,4,4 - Master,Life Sciences,2644,"Low (<$3,500)",1157,70,17001,21,0,Yes,1,Travel_Rarely,2,Near (1-5 mi),4,4 - Very High,3,3 - High,4,4 - Very High,2,2 - Good,3,4,4 - Outstanding,7,3,3-5 Years,2,1,2,3,3,No,0
1557,48,40-49,Female,Divorced,Sales,Sales Executive,2,4,4 - Master,Life Sciences,6439,"Mid ($3,500 - $7,000)",492,96,13693,14,1,No,0,Travel_Rarely,16,Far (16-25 mi),3,3 - High,3,3 - High,3,3 - High,3,3 - Better,3,3,3 - Excellent,18,8,6-10 Years,7,7,7,2,8,No,0
1558,29,Under 30,Male,Married,Research & Development,Research Scientist,1,3,3 - Bachelor,Life Sciences,2451,"Low (<$3,500)",598,91,22376,18,2,No,0,Travel_Rarely,9,Moderate (6-15 mi),3,3 - High,3,3 - High,1,1 - Low,2,2 - Good,4,3,3 - Excellent,5,1,1-2 Years,0,0,0,2,6,No,0
1560,33,30-39,Male,Married,Sales,Sales Executive,2,4,4 - Master,Life Sciences,6392,"Mid ($3,500 - $7,000)",1242,46,10589,13,1,No,0,Travel_Rarely,8,Moderate (6-15 mi),1,1 - Low,1,1 - Low,4,4 - Very High,1,1 - Bad,3,3,3 - Excellent,8,2,1-2 Years,2,2,2,6,2,No,0
1562,30,30-39,Male,Married,Sales,Sales Executive,2,3,3 - Bachelor,Life Sciences,9714,"High ($7,001 - $12,000)",740,64,5323,11,1,No,0,Travel_Rarely,1,Near (1-5 mi),1,1 - Low,2,2 - Medium,4,4 - Very High,3,3 - Better,2,3,3 - Excellent,10,10,6-10 Years,8,6,7,4,1,Yes,1
1563,38,30-39,Male,Married,Human Resources,Human Resources,2,4,4 - Master,Human Resources,6077,"Mid ($3,500 - $7,000)",888,71,14814,11,0,No,0,Travel_Frequently,10,Moderate (6-15 mi),3,3 - High,3,3 - High,3,3 - High,3,3 - Better,3,3,3 - Excellent,10,6,6-10 Years,3,1,2,2,3,No,0
1564,35,30-39,Male,Single,Research & Development,Laboratory Technician,1,3,3 - Bachelor,Medical,2450,"Low (<$3,500)",992,68,21731,19,0,No,0,Travel_Rarely,1,Near (1-5 mi),1,1 - Low,4,4 - Very High,2,2 - Medium,3,3 - Better,2,3,3 - Excellent,3,3,3-5 Years,0,1,2,3,1,No,0
1568,30,30-39,Male,Married,Sales,Sales Executive,3,4,4 - Master,Technical Degree,9250,"High ($7,001 - $12,000)",1288,33,17799,12,1,No,0,Travel_Rarely,29,Very Far (26+ mi),2,2 - Medium,3,3 - High,2,2 - Medium,3,3 - Better,3,3,3 - Excellent,9,4,3-5 Years,2,1,3,3,3,No,0
1569,35,30-39,Female,Divorced,Research & Development,Laboratory Technician,1,3,3 - Bachelor,Life Sciences,2074,"Low (<$3,500)",104,69,26619,12,1,Yes,1,Travel_Rarely,2,Near (1-5 mi),1,1 - Low,1,1 - Low,4,4 - Very High,3,3 - Better,3,3,3 - Excellent,1,1,1-2 Years,0,0,0,2,1,Yes,1
1572,53,50+,Female,Married,Research & Development,Manufacturing Director,3,5,5 - Doctor,Technical Degree,10169,"High ($7,001 - $12,000)",607,78,14618,16,1,No,0,Travel_Rarely,2,Near (1-5 mi),4,4 - Very High,3,3 - High,2,2 - Medium,3,3 - Better,2,3,3 - Excellent,34,33,10+ Years,7,1,9,4,0,Yes,1
1573,38,30-39,Male,Married,Research & Development,Manufacturing Director,2,3,3 - Bachelor,Medical,4855,"Mid ($3,500 - $7,000)",903,81,7653,11,2,No,0,Travel_Rarely,2,Near (1-5 mi),2,2 - Medium,3,3 - High,1,1 - Low,3,3 - Better,3,3,3 - Excellent,7,5,3-5 Years,2,1,4,2,4,Yes,1
1574,32,30-39,Male,Married,Research & Development,Research Scientist,2,4,4 - Master,Technical Degree,4087,"Mid ($3,500 - $7,000)",1200,62,25174,14,1,No,0,Non-Travel,1,Near (1-5 mi),1,1 - Low,4,4 - Very High,2,2 - Medium,2,2 - Good,3,3,3 - Excellent,9,6,6-10 Years,5,1,2,3,4,No,0
1576,48,40-49,Female,Married,Research & Development,Research Scientist,1,4,4 - Master,Other,2367,"Low (<$3,500)",1108,65,16530,12,1,No,0,Travel_Rarely,15,Moderate (6-15 mi),1,1 - Low,3,3 - High,4,4 - Very High,2,2 - Good,3,3,3 - Excellent,10,8,6-10 Years,2,7,6,3,8,No,0
1577,34,30-39,Male,Single,Research & Development,Research Scientist,1,4,4 - Master,Medical,2972,"Low (<$3,500)",479,35,22061,13,0,No,0,Travel_Rarely,7,Moderate (6-15 mi),4,4 - Very High,1,1 - Low,3,3 - High,1,1 - Bad,3,3,3 - Excellent,1,1,1-2 Years,0,0,0,4,1,No,0
1578,55,50+,Male,Married,Sales,Manager,5,5,5 - Doctor,Marketing,19586,"Executive (>$12,000)",685,60,23037,21,1,No,0,Travel_Rarely,26,Very Far (26+ mi),4,4 - Very High,3,3 - High,3,3 - High,3,3 - Better,2,4,4 - Outstanding,36,36,10+ Years,6,2,13,3,1,No,0
1580,34,30-39,Male,Married,Research & Development,Research Scientist,2,4,4 - Master,Life Sciences,5484,"Mid ($3,500 - $7,000)",1351,45,13008,17,1,No,0,Travel_Rarely,1,Near (1-5 mi),4,4 - Very High,2,2 - Medium,2,2 - Medium,2,2 - Good,3,3,3 - Excellent,9,2,1-2 Years,2,2,1,3,9,No,0
1581,26,Under 30,Female,Married,Research & Development,Research Scientist,1,3,3 - Bachelor,Life Sciences,2061,"Low (<$3,500)",474,89,11133,21,0,No,0,Travel_Rarely,3,Near (1-5 mi),4,4 - Very High,1,1 - Low,1,1 - Low,3,3 - Better,3,4,4 - Outstanding,1,1,1-2 Years,0,0,0,5,1,No,0
1582,38,30-39,Male,Married,Sales,Sales Executive,2,3,3 - Bachelor,Life Sciences,9924,"High ($7,001 - $12,000)",1245,80,12355,11,1,No,0,Travel_Rarely,14,Moderate (6-15 mi),2,2 - Medium,3,3 - High,4,4 - Very High,3,3 - Better,3,3,3 - Excellent,10,9,6-10 Years,8,7,7,3,0,No,0
1583,38,30-39,Female,Single,Sales,Sales Executive,2,3,3 - Bachelor,Life Sciences,4198,"Mid ($3,500 - $7,000)",437,90,16379,12,0,No,0,Travel_Rarely,16,Far (16-25 mi),2,2 - Medium,2,2 - Medium,2,2 - Medium,4,4 - Best,3,3,3 - Excellent,8,3,3-5 Years,2,1,2,5,2,No,0
1585,36,30-39,Female,Single,Sales,Sales Executive,2,4,4 - Master,Life Sciences,6815,"Mid ($3,500 - $7,000)",884,73,21447,13,0,No,0,Travel_Rarely,1,Near (1-5 mi),3,3 - High,2,2 - Medium,1,1 - Low,3,3 - Better,3,3,3 - Excellent,15,1,1-2 Years,0,0,0,5,6,No,0
1586,29,Under 30,Male,Single,Research & Development,Laboratory Technician,1,1,1 - Below College,Medical,4723,"Mid ($3,500 - $7,000)",1370,87,16213,18,0,Yes,1,Travel_Rarely,3,Near (1-5 mi),1,1 - Low,2,2 - Medium,4,4 - Very High,3,3 - Better,3,3,3 - Excellent,10,10,6-10 Years,9,1,5,3,1,No,0
1587,35,30-39,Female,Single,Research & Development,Healthcare Representative,2,4,4 - Master,Medical,6142,"Mid ($3,500 - $7,000)",670,51,4223,16,0,Yes,1,Travel_Rarely,10,Moderate (6-15 mi),3,3 - High,1,1 - Low,3,3 - High,3,3 - Better,3,3,3 - Excellent,10,5,3-5 Years,2,0,4,4,3,No,0
1588,39,30-39,Male,Married,Sales,Sales Executive,3,3,3 - Bachelor,Medical,8237,"High ($7,001 - $12,000)",1462,38,4658,11,1,No,0,Travel_Rarely,6,Moderate (6-15 mi),3,3 - High,4,4 - Very High,1,1 - Low,3,3 - Better,4,3,3 - Excellent,11,7,6-10 Years,6,7,6,3,2,No,0
1590,29,Under 30,Male,Divorced,Research & Development,Healthcare Representative,2,1,1 - Below College,Life Sciences,8853,"High ($7,001 - $12,000)",995,87,24483,19,1,No,0,Travel_Frequently,2,Near (1-5 mi),4,4 - Very High,1,1 - Low,4,4 - Very High,4,4 - Best,3,3,3 - Excellent,6,6,6-10 Years,4,1,3,0,1,No,0
1591,50,50+,Male,Married,Sales,Manager,5,3,3 - Bachelor,Marketing,19331,"Executive (>$12,000)",264,59,19519,16,1,Yes,1,Travel_Rarely,9,Moderate (6-15 mi),3,3 - High,3,3 - High,3,3 - High,3,3 - Better,3,3,3 - Excellent,27,1,1-2 Years,0,0,0,2,4,No,0
1592,23,Under 30,Male,Married,Research & Development,Research Scientist,1,3,3 - Bachelor,Technical Degree,2073,"Low (<$3,500)",977,45,12826,16,1,No,0,Travel_Rarely,10,Moderate (6-15 mi),3,3 - High,4,4 - Very High,4,4 - Very High,3,3 - Better,4,3,3 - Excellent,4,2,1-2 Years,2,2,2,2,2,No,0
1594,36,30-39,Male,Married,Research & Development,Laboratory Technician,2,4,4 - Master,Life Sciences,5562,"Mid ($3,500 - $7,000)",1302,80,19711,13,1,Yes,1,Travel_Frequently,6,Moderate (6-15 mi),1,1 - Low,1,1 - Low,4,4 - Very High,3,3 - Better,4,3,3 - Excellent,9,3,3-5 Years,2,0,2,3,3,No,0
1595,42,40-49,Male,Single,Research & Development,Manager,5,2,2 - College,Other,19613,"Executive (>$12,000)",1059,93,26362,22,0,No,0,Travel_Rarely,9,Moderate (6-15 mi),4,4 - Very High,4,4 - Very High,4,4 - Very High,3,3 - Better,2,4,4 - Outstanding,24,1,1-2 Years,0,0,1,2,8,No,0
1596,35,30-39,Male,Married,Research & Development,Laboratory Technician,2,3,3 - Bachelor,Life Sciences,3407,"Low (<$3,500)",750,46,25348,17,2,No,0,Travel_Rarely,28,Very Far (26+ mi),3,3 - High,2,2 - Medium,4,4 - Very High,2,2 - Good,4,3,3 - Excellent,10,10,6-10 Years,9,6,8,3,1,No,0
1597,34,30-39,Male,Married,Research & Development,Healthcare Representative,2,4,4 - Master,Technical Degree,5063,"Mid ($3,500 - $7,000)",653,92,15332,14,1,No,0,Travel_Frequently,10,Moderate (6-15 mi),3,3 - High,4,4 - Very High,2,2 - Medium,2,2 - Good,2,3,3 - Excellent,8,8,6-10 Years,2,7,7,3,1,No,0
1598,40,40-49,Female,Married,Sales,Sales Executive,2,2,2 - College,Life Sciences,4639,"Mid ($3,500 - $7,000)",118,84,11262,15,1,No,0,Travel_Rarely,14,Moderate (6-15 mi),1,1 - Low,4,4 - Very High,3,3 - High,3,3 - Better,3,3,3 - Excellent,5,5,3-5 Years,4,1,2,2,1,No,0
1599,43,40-49,Male,Divorced,Research & Development,Laboratory Technician,1,3,3 - Bachelor,Technical Degree,4876,"Mid ($3,500 - $7,000)",990,87,5855,12,1,No,0,Travel_Rarely,27,Very Far (26+ mi),2,2 - Medium,4,4 - Very High,3,3 - High,3,3 - Better,4,3,3 - Excellent,8,6,6-10 Years,4,0,2,0,5,No,0
1601,35,30-39,Male,Married,Research & Development,Laboratory Technician,1,2,2 - College,Life Sciences,2690,"Low (<$3,500)",1349,63,7713,18,1,No,0,Travel_Rarely,7,Moderate (6-15 mi),4,4 - Very High,3,3 - High,4,4 - Very High,2,2 - Good,2,3,3 - Excellent,1,1,1-2 Years,0,0,1,5,1,No,0
1602,46,40-49,Male,Single,Sales,Manager,4,4,4 - Master,Life Sciences,17567,"Executive (>$12,000)",563,56,3156,15,0,No,0,Travel_Rarely,1,Near (1-5 mi),1,1 - Low,4,4 - Very High,2,2 - Medium,1,1 - Bad,4,3,3 - Excellent,27,26,10+ Years,0,0,12,5,1,No,0
1604,28,Under 30,Male,Married,Research & Development,Laboratory Technician,1,3,3 - Bachelor,Medical,2408,"Low (<$3,500)",329,51,7324,17,3,Yes,1,Travel_Rarely,24,Far (16-25 mi),2,2 - Medium,3,3 - High,3,3 - High,3,3 - Better,3,3,3 - Excellent,1,1,1-2 Years,1,0,0,3,1,Yes,1
1605,22,Under 30,Female,Married,Research & Development,Research Scientist,1,2,2 - College,Other,2814,"Low (<$3,500)",457,85,10293,14,0,Yes,1,Non-Travel,26,Very Far (26+ mi),3,3 - High,2,2 - Medium,2,2 - Medium,2,2 - Good,2,3,3 - Excellent,4,4,3-5 Years,2,1,3,2,1,No,0
1606,50,50+,Male,Married,Research & Development,Healthcare Representative,4,5,5 - Doctor,Medical,11245,"High ($7,001 - $12,000)",1234,41,20689,15,1,Yes,1,Travel_Frequently,20,Far (16-25 mi),3,3 - High,2,2 - Medium,3,3 - High,3,3 - Better,3,3,3 - Excellent,32,30,10+ Years,8,12,13,3,2,No,0
1607,32,30-39,Female,Married,Research & Development,Research Scientist,1,4,4 - Master,Other,3312,"Low (<$3,500)",634,35,18783,17,2,No,0,Travel_Rarely,5,Near (1-5 mi),4,4 - Very High,2,2 - Medium,4,4 - Very High,3,3 - Better,4,3,3 - Excellent,6,3,3-5 Years,2,0,2,3,3,No,0
1608,44,40-49,Female,Divorced,Research & Development,Research Director,5,3,3 - Bachelor,Medical,19049,"Executive (>$12,000)",1313,31,3549,14,1,Yes,1,Travel_Rarely,7,Moderate (6-15 mi),4,4 - Very High,2,2 - Medium,4,4 - Very High,2,2 - Good,3,3,3 - Excellent,23,22,10+ Years,7,1,10,4,0,No,0
1609,30,30-39,Male,Married,Research & Development,Research Scientist,1,3,3 - Bachelor,Medical,2141,"Low (<$3,500)",241,48,5348,12,1,No,0,Travel_Rarely,7,Moderate (6-15 mi),2,2 - Medium,2,2 - Medium,2,2 - Medium,2,2 - Good,2,3,3 - Excellent,6,6,6-10 Years,4,1,1,3,1,No,0
1611,45,40-49,Female,Single,Research & Development,Laboratory Technician,2,5,5 - Doctor,Medical,5769,"Mid ($3,500 - $7,000)",1015,50,23447,14,0,Yes,1,Travel_Rarely,5,Near (1-5 mi),1,1 - Low,3,3 - High,1,1 - Low,3,3 - Better,1,3,3 - Excellent,10,10,6-10 Years,7,1,4,3,1,No,0
1612,45,40-49,Male,Married,Sales,Sales Executive,2,3,3 - Bachelor,Marketing,4385,"Mid ($3,500 - $7,000)",336,52,24162,15,1,No,0,Non-Travel,26,Very Far (26+ mi),1,1 - Low,1,1 - Low,1,1 - Low,3,3 - Better,2,3,3 - Excellent,10,10,6-10 Years,7,4,5,2,1,No,0
1613,31,30-39,Male,Single,Sales,Sales Executive,2,4,4 - Master,Other,5332,"Mid ($3,500 - $7,000)",715,54,21602,13,0,No,0,Travel_Frequently,2,Near (1-5 mi),1,1 - Low,4,4 - Very High,4,4 - Very High,3,3 - Better,3,3,3 - Excellent,10,5,3-5 Years,2,0,3,3,7,No,0
1614,36,30-39,Female,Married,Research & Development,Manufacturing Director,2,4,4 - Master,Life Sciences,4663,"Mid ($3,500 - $7,000)",559,76,12421,12,2,Yes,1,Travel_Rarely,12,Moderate (6-15 mi),3,3 - High,3,3 - High,2,2 - Medium,3,3 - Better,3,3,3 - Excellent,7,3,3-5 Years,2,1,1,2,9,No,0
1615,34,30-39,Male,Divorced,Research & Development,Manufacturing Director,2,4,4 - Master,Life Sciences,4724,"Mid ($3,500 - $7,000)",426,42,17000,13,1,No,0,Travel_Frequently,10,Moderate (6-15 mi),4,4 - Very High,3,3 - High,1,1 - Low,3,3 - Better,4,3,3 - Excellent,9,9,6-10 Years,7,7,2,3,1,No,0
1617,49,40-49,Female,Married,Research & Development,Laboratory Technician,1,4,4 - Master,Life Sciences,3211,"Low (<$3,500)",722,84,22102,14,1,No,0,Travel_Rarely,25,Far (16-25 mi),1,1 - Low,3,3 - High,4,4 - Very High,2,2 - Good,3,3,3 - Excellent,10,9,6-10 Years,6,1,4,3,1,No,0
1618,39,30-39,Male,Married,Research & Development,Manufacturing Director,2,5,5 - Doctor,Medical,5377,"Mid ($3,500 - $7,000)",1387,76,3835,13,3,No,0,Travel_Rarely,10,Moderate (6-15 mi),1,1 - Low,2,2 - Medium,4,4 - Very High,3,3 - Better,3,3,3 - Excellent,10,7,6-10 Years,7,7,7,3,2,No,0
1619,27,Under 30,Male,Divorced,Research & Development,Laboratory Technician,1,3,3 - Bachelor,Other,4066,"Mid ($3,500 - $7,000)",1302,67,16290,11,2,No,0,Travel_Rarely,19,Far (16-25 mi),1,1 - Low,4,4 - Very High,1,1 - Low,3,3 - Better,2,3,3 - Excellent,7,7,6-10 Years,7,0,7,3,1,No,0
1621,35,30-39,Male,Married,Research & Development,Research Scientist,2,5,5 - Doctor,Life Sciences,5208,"Mid ($3,500 - $7,000)",819,48,26312,11,0,No,0,Travel_Rarely,18,Far (16-25 mi),1,1 - Low,2,2 - Medium,4,4 - Very High,3,3 - Better,4,3,3 - Excellent,16,16,10+ Years,15,1,10,2,1,No,0
1622,28,Under 30,Female,Divorced,Research & Development,Manufacturing Director,2,3,3 - Bachelor,Medical,4877,"Mid ($3,500 - $7,000)",580,39,20460,21,1,No,0,Travel_Rarely,27,Very Far (26+ mi),1,1 - Low,2,2 - Medium,2,2 - Medium,2,2 - Good,1,4,4 - Outstanding,6,5,3-5 Years,3,0,0,5,0,No,0
1623,21,Under 30,Male,Single,Research & Development,Research Scientist,1,1,1 - Below College,Medical,3117,"Low (<$3,500)",546,97,26009,18,0,No,0,Travel_Rarely,5,Near (1-5 mi),4,4 - Very High,3,3 - High,3,3 - High,3,3 - Better,3,3,3 - Excellent,3,2,1-2 Years,2,2,2,2,1,No,0
1624,18,Under 30,Female,Single,Sales,Sales Representative,1,2,2 - College,Medical,1569,"Low (<$3,500)",544,70,18420,12,0,Yes,1,Travel_Frequently,3,Near (1-5 mi),4,4 - Very High,2,2 - Medium,3,3 - High,4,4 - Best,3,3,3 - Excellent,0,0,< 1 Year,0,0,0,2,1,Yes,1
1625,47,40-49,Female,Married,Human Resources,Manager,5,4,4 - Master,Life Sciences,19658,"Executive (>$12,000)",1176,98,5220,11,1,No,0,Travel_Rarely,26,Very Far (26+ mi),3,3 - High,4,4 - Very High,3,3 - High,3,3 - Better,3,3,3 - Excellent,27,5,3-5 Years,2,1,0,2,3,No,0
1627,39,30-39,Male,Divorced,Research & Development,Laboratory Technician,2,2,2 - College,Medical,3069,"Low (<$3,500)",170,76,10302,15,1,No,0,Travel_Rarely,3,Near (1-5 mi),3,3 - High,3,3 - High,4,4 - Very High,3,3 - Better,2,3,3 - Excellent,11,10,6-10 Years,8,0,7,3,0,No,0
1628,40,40-49,Female,Married,Research & Development,Manufacturing Director,3,3,3 - Bachelor,Life Sciences,10435,"High ($7,001 - $12,000)",884,80,25800,13,2,No,0,Travel_Rarely,15,Moderate (6-15 mi),3,3 - High,1,1 - Low,4,4 - Very High,3,3 - Better,2,3,3 - Excellent,18,18,10+ Years,15,14,12,2,1,No,0
1630,35,30-39,Female,Married,Research & Development,Healthcare Representative,2,4,4 - Master,Life Sciences,4148,"Mid ($3,500 - $7,000)",208,52,12250,12,1,No,0,Non-Travel,8,Moderate (6-15 mi),3,3 - High,3,3 - High,4,4 - Very High,3,3 - Better,3,3,3 - Excellent,15,14,10+ Years,11,2,9,5,1,No,0
